Run,Keyword,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,cell_type,donor_id,cell_line,supplemented_with,disease_state,tissue,celltype,clone_id
SRR7247439,,ATAC-seq,76,16546416,PRJNA474196,SAMN09293925,6424072,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4152265,GSM3170848,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170848,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247440,,ATAC-seq,76,48866252,PRJNA474196,SAMN09293924,18559539,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX4152266,GSM3170849,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170849,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247441,,ATAC-seq,76,41896672,PRJNA474196,SAMN09293922,15950621,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX4152267,GSM3170850,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170850,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247442,,ATAC-seq,76,2291400,PRJNA474196,SAMN09294015,790736,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX4152268,GSM3170851,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170851,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247443,,ATAC-seq,76,46683912,PRJNA474196,SAMN09294013,17919025,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX4152269,GSM3170852,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170852,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247444,,ATAC-seq,76,35934092,PRJNA474196,SAMN09294011,13572246,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX4152270,GSM3170853,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170853,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247445,,ATAC-seq,76,22005572,PRJNA474196,SAMN09294010,8407207,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX4152271,GSM3170854,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170854,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247446,,ATAC-seq,76,4554756,PRJNA474196,SAMN09294009,1690062,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4152272,GSM3170855,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170855,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247447,,ATAC-seq,76,18659216,PRJNA474196,SAMN09294007,7188579,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4152273,GSM3170856,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170856,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247448,,ATAC-seq,76,16303976,PRJNA474196,SAMN09294006,6463531,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4152274,GSM3170857,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170857,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247449,,ATAC-seq,76,89790960,PRJNA474196,SAMN09294004,33473670,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4152275,GSM3170858,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170858,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247450,,ATAC-seq,76,64149396,PRJNA474196,SAMN09294003,24069832,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX4152276,GSM3170859,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170859,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247451,,ATAC-seq,76,2455332,PRJNA474196,SAMN09294001,778892,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX4152277,GSM3170860,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170860,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247452,,ATAC-seq,76,8306952,PRJNA474196,SAMN09294000,3188824,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX4152278,GSM3170861,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170861,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247453,,ATAC-seq,76,37158148,PRJNA474196,SAMN09293998,14965362,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4152279,GSM3170862,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170862,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247454,,ATAC-seq,76,61957708,PRJNA474196,SAMN09293997,23498548,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4152280,GSM3170863,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170863,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247455,,ATAC-seq,76,4008468,PRJNA474196,SAMN09293995,1233108,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX4152281,GSM3170864,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170864,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247456,,ATAC-seq,76,63406648,PRJNA474196,SAMN09293993,23830643,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX4152282,GSM3170865,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170865,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247457,,ATAC-seq,76,84830212,PRJNA474196,SAMN09293992,32380709,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX4152283,GSM3170866,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170866,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247458,,ATAC-seq,76,76262960,PRJNA474196,SAMN09293990,29048229,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX4152284,GSM3170867,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170867,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247459,,ATAC-seq,76,57953420,PRJNA474196,SAMN09293989,22284500,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX4152285,GSM3170868,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170868,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247460,,ATAC-seq,76,69180976,PRJNA474196,SAMN09293987,26273439,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX4152286,GSM3170869,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170869,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247461,,ATAC-seq,76,28980472,PRJNA474196,SAMN09293905,11166893,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4152287,GSM3170870,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170870,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247462,,ATAC-seq,76,48412304,PRJNA474196,SAMN09293904,18750560,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4152288,GSM3170871,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170871,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247463,,ATAC-seq,76,16738164,PRJNA474196,SAMN09293903,6379947,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX4152289,GSM3170872,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170872,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247464,,ATAC-seq,76,8083284,PRJNA474196,SAMN09293902,3098478,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4152290,GSM3170873,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170873,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247465,,ATAC-seq,76,8411832,PRJNA474196,SAMN09293901,3343706,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX4152291,GSM3170874,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170874,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247466,,ATAC-seq,76,18181100,PRJNA474196,SAMN09293900,6879327,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4152292,GSM3170875,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170875,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247467,,ATAC-seq,76,4484000,PRJNA474196,SAMN09293899,1309138,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX4152293,GSM3170876,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170876,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247468,,ATAC-seq,76,157503312,PRJNA474196,SAMN09293898,60416722,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX4152294,GSM3170878,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170878,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247469,,ATAC-seq,76,99340360,PRJNA474196,SAMN09293897,38133680,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX4152295,GSM3170879,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170879,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247470,,ATAC-seq,76,4097160,PRJNA474196,SAMN09293896,1240934,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4152296,GSM3170880,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170880,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247471,,ATAC-seq,76,138314148,PRJNA474196,SAMN09293895,52539491,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4152297,GSM3170881,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170881,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247472,,ATAC-seq,76,70048060,PRJNA474196,SAMN09293894,26235904,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX4152298,GSM3170882,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170882,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247473,,ATAC-seq,76,13712300,PRJNA474196,SAMN09293893,5248213,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4152299,GSM3170884,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170884,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247474,,ATAC-seq,76,1743440,PRJNA474196,SAMN09293892,822205,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX4152300,GSM3170886,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170886,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247475,,ATAC-seq,76,37286740,PRJNA474196,SAMN09293891,14180150,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4152301,GSM3170887,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170887,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247476,,ATAC-seq,76,4356472,PRJNA474196,SAMN09293890,1271386,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4152302,GSM3170888,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170888,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247477,,ATAC-seq,76,22155596,PRJNA474196,SAMN09293889,8484998,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX4152303,GSM3170890,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170890,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247478,,ATAC-seq,76,35670904,PRJNA474196,SAMN09293888,13839844,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX4152304,GSM3170892,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170892,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247479,,ATAC-seq,76,37176768,PRJNA474196,SAMN09293887,14119220,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX4152305,GSM3170894,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170894,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247480,,ATAC-seq,76,118716104,PRJNA474196,SAMN09293886,45069180,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4152306,GSM3170896,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170896,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247481,,ATAC-seq,76,91057348,PRJNA474196,SAMN09293970,34293597,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX4152307,GSM3170898,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170898,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247482,,ATAC-seq,76,4430116,PRJNA474196,SAMN09293969,1348801,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4152308,GSM3170900,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170900,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247483,,ATAC-seq,76,7206700,PRJNA474196,SAMN09293968,2582138,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4152309,GSM3170902,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170902,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247484,,ATAC-seq,76,47730584,PRJNA474196,SAMN09293967,18219407,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX4152310,GSM3170904,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170904,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247485,,ATAC-seq,76,12605740,PRJNA474196,SAMN09293965,4755714,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4152311,GSM3170906,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170906,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247486,,ATAC-seq,76,38773224,PRJNA474196,SAMN09293964,14799278,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX4152312,GSM3170907,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170907,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247487,,ATAC-seq,76,5928912,PRJNA474196,SAMN09293963,2411256,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4152313,GSM3170909,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170909,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247488,,ATAC-seq,76,129225764,PRJNA474196,SAMN09293962,49065401,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX4152314,GSM3170911,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170911,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247489,,ATAC-seq,76,22549352,PRJNA474196,SAMN09293960,8674855,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX4152315,GSM3170913,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170913,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247490,,ATAC-seq,76,26188536,PRJNA474196,SAMN09293959,9947447,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX4152316,GSM3170915,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170915,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247491,,ATAC-seq,76,4814828,PRJNA474196,SAMN09293773,1463725,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX4152317,GSM3170916,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170916,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247492,,ATAC-seq,76,38950380,PRJNA474196,SAMN09293771,14746409,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX4152318,GSM3170918,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170918,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247493,,ATAC-seq,76,10193044,PRJNA474196,SAMN09293770,3865801,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX4152319,GSM3170920,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170920,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247494,,ATAC-seq,76,14728572,PRJNA474196,SAMN09293769,5465552,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX4152320,GSM3170922,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170922,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247495,,ATAC-seq,76,10265472,PRJNA474196,SAMN09293850,3816927,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX4152321,GSM3170924,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170924,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247496,,ATAC-seq,76,21693288,PRJNA474196,SAMN09293854,8407832,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX4152322,GSM3170926,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170926,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247497,,ATAC-seq,76,70044488,PRJNA474196,SAMN09293853,26521929,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX4152323,GSM3170927,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170927,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247498,,ATAC-seq,76,55716208,PRJNA474196,SAMN09293852,21341570,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX4152324,GSM3170929,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170929,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247499,,ATAC-seq,76,6974064,PRJNA474196,SAMN09293849,2035578,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX4152325,GSM3170931,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170931,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247500,,ATAC-seq,76,61692544,PRJNA474196,SAMN09293848,23618907,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX4152326,GSM3170933,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170933,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247501,,ATAC-seq,76,102256632,PRJNA474196,SAMN09293847,38680899,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX4152327,GSM3170935,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170935,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247502,,ATAC-seq,76,38444220,PRJNA474196,SAMN09293845,14678575,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX4152328,GSM3170937,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170937,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247503,,ATAC-seq,76,84426804,PRJNA474196,SAMN09293844,32765388,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX4152329,GSM3170938,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170938,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247504,,ATAC-seq,76,40447504,PRJNA474196,SAMN09293843,15914894,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX4152330,GSM3170940,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170940,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
SRR7247505,,ATAC-seq,76,4426088,PRJNA474196,SAMN09293841,1328175,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX4152331,GSM3170942,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3170942,CD34+ hematopoietic cells,SRP149542,,,,CC100,,,primary hematopoietic cells,
